index,codigo,detalle_url,entidad,objeto,estado,ubicacion,presupuesto,fecha_publicacion,semestre,cum_id,principio_activo,forma_farmaceutica,concentracion,presentacion,cantidad,precio_referencial,subtotal,proveedor_adjudicado,valor_adjudicado,fecha_adjudicacion,contrato
310,SICM-200-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=90AWsyAPjr2GBqXXBUK2UA6Z-MO089yvP2kQQ9m1d0c,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ALBENDAZOL - FORMA FARMACÉUTICA:SÓLIDO ORAL - CONCENTRACIÓN: 400 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.07408,2022-04-29 08:00:00,First 2022,P02CA03SOR211X0,Albendazol,Sólido oral,400 mg,Caja x blíster/ristra,5848148.0,USD 0.074083,"USD 433,248.348284",LABORATORIOS ANYUPA S.A.,USD 0.045200,2022-08-16 09:21:57,SI
313,SICM-225-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=jsKI43x_74hLHqEZqDA1PeAjYRz6y7nXfdCnFo7hF_k,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ESPIRONOLACTONA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 25 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.05310,2022-04-29 08:00:00,First 2022,C03DA01SOR157X0,Espironolactona,Sólido oral,25 mg,Caja x blíster/ristra,13206312.0,USD 0.053100,"USD 701,255.167200",LABORATORIOS LACFARMA S.A.,USD 0.025800,2022-09-06 16:16:28,SI
316,SICM-228-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=c1fj2r6PdmMpoBvxX6PV_kmTs7EEqMvTVe6tvIIDGOs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: TOBRAMICINA - FORMA FARMACÉUTICA: LÍQUIDO OFTÁLMICO - CONCENTRACIÓN: 0,3 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 5 ML -MÍNIMO-",Adjudicado otros oferentes,PICHINCHA / QUITO,$1.04640,2022-04-29 08:00:00,First 2022,S01AA12LOF037X0,Tobramicina,Líquido oftálmico,"0,3 %",Caja x frasco gotero x 5 mL (mínimo),372719.0,USD 1.046400,"USD 390,013.161600",GYKORMED S.A.,USD 0.760000,2022-08-30 09:25:10,SI
318,SICM-202-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=EyXDqbBsxNWtNV5JC70uGd6lbzG3gdh4_FD-8DI51xQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: QUETIAPINA - FORMA FARMACÉUTICA:SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.07070,2022-04-29 08:00:00,First 2022,N05AH04SOR083X0,Quetiapina,Sólido oral,100 mg,Caja x blíster/ristra,6224374.0,USD 0.070700,"USD 440,063.241800",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 0.051600,2022-10-31 16:09:29,SI
319,SICM-203-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=fBFQYrLFIFMYoORzVqRNXeKn-3YlbVVn2xF_DpkUKrM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CEFUROXIMA - FORMA FARMACÉUTICA: SÓLIDO ORAL POLVO - CONCENTRACIÓN: 250 MG/5 ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO PARA RECONSTITUIR A 70 ML MÍNIMO CON DOSIFICADOR,Adjudicado otros oferentes,PICHINCHA / QUITO,$3.80000,2022-04-29 08:00:00,First 2022,J01DC02SOP168X0,Cefuroxima,Sólido oral (polvo),250 mg/5 mL,Caja x frasco para reconstituir a 70 mL (mínimo) con dosificador,130504.0,USD 3.800000,"USD 495,915.200000",LABORATORIOS ANYUPA S.A.,USD 3.400000,2022-10-31 16:13:10,SI
322,SICM-206-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=trx0rAB6VV2U_fbPYkLCweTIbO6EmOmBOWPjdrSbMl8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ACICLOVIR - FORMA FARMACÉUTICA:SÓLIDO ORAL - CONCENTRACIÓN: 400 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.04039,2022-04-29 08:00:00,First 2022,J05AB01SOR211X0,Aciclovir,Sólido oral,400 mg,Caja x blíster/ristra,2200376.0,USD 0.040394,"USD 88,881.988144",PHARMABRAND S.A.,USD 0.037900,2022-08-05 08:17:47,SI
323,SICM-207-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=AK7EPnYmFWkQ39PkPPcMQx-kAOyZPlxzczaHQaHKFZI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MOMETASONA - FORMA FARMACÉUTICA: LÍQUIDO PARA INHALACIÓN - CONCENTRACIÓN: 50 MCG - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 120 DOSIS MÍNIMO,Adjudicado otros oferentes,PICHINCHA / QUITO,$3.40000,2022-04-29 08:00:00,First 2022,R01AD09LIH232X0,Mometasona,Líquido para inhalación,50 mcg,Caja x frasco x 120 dosis (mínimo),882384.0,USD 3.400000,"USD 3,000,105.600000",LETERAGO DEL ECUADOR S.A,USD 1.430000,2022-10-11 16:55:38,SI
324,SICM-208-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=IRwG3WRIabdH7WHoWGLwiMyhZmZ5lVEy0tCqoBiI-tA,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: CIPROFLOXACINA - FORMA FARMACÉUTICA: LÍQUIDO OFTÁLMICO - CONCENTRACIÓN: 0,3 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 5 ML MÍNIMO",Adjudicado otros oferentes,PICHINCHA / QUITO,$1.29000,2022-04-29 08:00:00,First 2022,S01AE03LOF037X0,Ciprofloxacina,Líquido oftálmico,"0,3 %",Caja x frasco gotero x 5 mL (mínimo),98612.0,USD 1.290000,"USD 127,209.480000",FARMABION DEL ECUADOR C.A.,USD 0.921000,2022-09-21 13:06:51,SI
326,SICM-210-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=_C6R6gx14y4Qm8RYVNX1amAlpyuqgXwtYPJkpwvrrOw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: LATANOPROST - FORMA FARMACÉUTICA: LÍQUIDO OFTÁLMICO - CONCENTRACIÓN: 0,005 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 2,5 ML MÍNIMO",Adjudicado oferente ganador,PICHINCHA / QUITO,$2.20000,2022-04-29 08:00:00,First 2022,S01EE01LOF014X0,Latanoprost,Líquido oftálmico,"0,005 %","Caja x frasco gotero x 2,5 mL (mínimo)",382327.0,USD 2.200000,"USD 841,119.400000",PHARMABRAND S.A.,USD 0.400000,2022-08-05 08:32:27,SI
327,SICM-211-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=kpxFJyCxrSwf4v3Kj_SMpf2_AJ7wUVAWA5yK5nX91qk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AMOXICILINA - FORMA FARMACÉUTICA: SÓLIDO ORAL POLVO - CONCENTRACIÓN: 100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO PARA RECONSTITUIR A 30 ML MÍNIMO CON DOSIFICADOR,Adjudicado oferente ganador,PICHINCHA / QUITO,$1.57300,2022-04-29 08:00:00,First 2022,J01CA04SOP088X0,Amoxicilina,Sólido oral (polvo),100 mg/mL,Caja x frasco para reconstituir a 30 mL (mínimo) con dosificador,52799.0,USD 1.573000,"USD 83,052.827000",FARMABION DEL ECUADOR C.A.,USD 1.491204,2022-08-05 08:52:13,SI
328,SICM-212-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=U1CgrFJyG2dmpYI4lOZzPEIrLQ1p9cY7bKqGx4dKenQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ERITROMICINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.07164,2022-04-29 08:00:00,First 2022,J01FA01SOR241X0,Eritromicina,Sólido oral,500 mg,Caja x blíster/ristra,3179450.0,USD 0.071637,"USD 227,766.259650",LABORATORIOS LACFARMA S.A.,USD 0.063000,2022-07-22 11:08:47,SI
329,SICM-213-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=TC4wEJuSynRxGMVE-OJGLe8ETuBrqN36ovuwTowDNqk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: HIDROXICLOROQUINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 200 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.28214,2022-04-29 08:00:00,First 2022,P01BA02SOR148X0,Hidroxicloroquina,Sólido oral,200 mg,Caja x blíster/ristra,3116490.0,USD 0.282140,"USD 879,286.488600",FARMABION DEL ECUADOR C.A.,USD 0.092000,2022-08-30 10:11:22,SI
330,SICM-184-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=g6OkVlBTtKIBQoeY2-EVo16Q67R5Ksn86LS53mj33Bs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: CARVEDILOL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 12,5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Adjudicado otros oferentes,PICHINCHA / QUITO,$0.05696,2022-04-28 08:00:00,First 2022,C07AG02SOR093X0,Carvedilol,Sólido oral,"12,5 mg",Caja x blíster/ristra,22659084.0,USD 0.056956,"USD 1,290,570.788304",FARMABION DEL ECUADOR C.A.,USD 0.027000,2022-08-17 16:03:26,SI
331,SICM-169-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Cr6NZXFeNWDCopVOMHyH64eezerYwf-SgdCdFfdSxEg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AZITROMICINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.17000,2022-04-28 08:00:00,First 2022,J01FA10SOR241X0,Azitromicina,Sólido oral,500 mg,Caja x blíster/ristra,12802921.0,USD 0.170000,"USD 2,176,496.570000",PHARMABRAND S.A.,USD 0.110000,2022-07-22 12:24:04,SI
332,SICM-185-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=I7nANzUckd3LPSgpPOWgo5UfIex39_sNGJioApi1rCg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: QUETIAPINA - FORMA FARMACÉUTICA:SÓLIDO ORAL - CONCENTRACIÓN: 200 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.17800,2022-04-28 08:00:00,First 2022,N05AH04SOR148X0,Quetiapina,Sólido oral,200 mg,Caja x blíster/ristra,3047499.0,USD 0.178000,"USD 542,454.822000",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 0.067000,2022-09-21 15:54:32,SI
333,SICM-170-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=6p1fR5OfuS0uWvbMllQ2SEdgSAvVyQETr1GYTEuZbDM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CIPROFLOXACINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.04039,2022-04-28 08:00:00,First 2022,J01MA02SOR241X0,Ciprofloxacina,Sólido oral,500 mg,Caja x blíster/ristra,35475809.0,USD 0.040394,"USD 1,433,009.828746",PHARMABRAND S.A.,USD 0.028300,2022-07-22 12:45:39,SI
334,SICM-186-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=HlR61DDAFPiL9masKiiDASAV3YUG8_t8AOtcwDC4mqE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SIMVASTATINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.03000,2022-04-28 08:00:00,First 2022,C10AA01SOR140X0,Simvastatina,Sólido oral,20 mg,Caja x blíster/ristra,70605936.0,USD 0.030000,"USD 2,118,178.080000",PHARMABRAND S.A.,USD 0.010000,2022-10-07 16:12:18,SI
335,SICM-171-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=rvwArRJiTsnOrRChf7WpsVW8eHeKfPvw8Zz8CJRC7MQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FLUCONAZOL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 150 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.07000,2022-04-28 08:00:00,First 2022,J02AC01SOR112X0,Fluconazol,Sólido oral,150 mg,Caja x blíster/ristra,5593605.0,USD 0.070000,"USD 391,552.350000",PHARMABRAND S.A.,USD 0.052000,2022-07-22 12:50:47,SI
336,SICM-187-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=rNgN-bq3f-SGvdCNMtkmhKIhmJEn5KAKM2FOWo69wf0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: AMOXICILINA + ÁCIDO CLAVULÁNICO - FORMA FARMACÉUTICA:SÓLIDO ORAL POLVO - CONCENTRACIÓN: 250 MG + 62, 5 MG/5 ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO PARA RECONSTITUIR A 100 ML MÍNIMO CON DOSIFICADOR",Adjudicado otros oferentes,PICHINCHA / QUITO,$2.11066,2022-04-28 08:00:00,First 2022,J01CR02SOP008X0,Amoxicilina + Ácido clavulánico,Sólido oral (polvo),"(250 mg + 62,5 mg)/5 mL",Caja x frasco para reconstituir a 100 mL (mínimo) con dosificador,2057800.0,USD 2.110664,"USD 4,343,324.379200",LABORATORIOS TOFIS S.A.,USD 1.950000,2022-10-20 11:50:30,SI
338,SICM-188-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=MSitenvTbYEYtAIyLkNhoEiOLAuBtLgfUE1fKHunY58,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CARVEDILOL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 25 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.04663,2022-04-28 08:00:00,First 2022,C07AG02SOR157X0,Carvedilol,Sólido oral,25 mg,Caja x blíster/ristra,16661970.0,USD 0.046625,"USD 776,864.351250",FARMALIGHT S.A.,USD 0.031000,2022-08-30 16:55:11,SI
339,SICM-173-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3dq2Pckwwj1YR7Iv3IpUPR6P-VLCHeuLMVnFKXMjz5k,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLARITROMICINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.15148,2022-04-28 08:00:00,First 2022,J01FA09SOR241X0,Claritromicina,Sólido oral,500 mg,Caja x blíster/ristra,9292317.0,USD 0.151479,"USD 1,407,590.886843",PHARMABRAND S.A.,USD 0.100000,2022-08-01 09:54:53,SI
342,SICM-175-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=2eUaXswYBL_Sae2ZmsmJiqi3iTAGtuVxYc8tD5dWk-4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LORATADINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.01300,2022-04-28 08:00:00,First 2022,R06AX13SOR075X0,Loratadina,Sólido oral,10 mg,Caja x blíster/ristra,87669802.0,USD 0.013000,"USD 1,139,707.426000",PHARMABRAND S.A.,USD 0.008190,2022-08-16 09:17:12,SI
343,SICM-190-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=tqZgK6oDBVh5vt7JQ3OU2nSbyPFD1qEiOfdtrjxnkmU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SIMVASTATINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 40 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.03000,2022-04-28 08:00:00,First 2022,C10AA01SOR209X0,Simvastatina,Sólido oral,40 mg,Caja x blíster/ristra,52535694.0,USD 0.030000,"USD 1,576,070.820000",PHARMABRAND S.A.,USD 0.018000,2022-08-17 16:54:51,SI
344,SICM-176-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Z_rTjCDsccAgWLxfhVJx6kFZVIvUoK7syR66QugGM7M,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ÁCIDO FUSÍDICO - FORMA FARMACÉUTICA:SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: 2% - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 15 G MÍNIMO,Adjudicado oferente ganador,PICHINCHA / QUITO,$1.00986,2022-04-28 08:00:00,First 2022,D06AX01SSC123X0,Ácido fusídico,Semisólido cutáneo,2 %,Caja x tubo x 15 g (mínimo),1065201.0,USD 1.009860,"USD 1,075,703.881860",TOTALCARE PHARMA S.A.,USD 0.890000,2022-08-17 13:10:14,SI
346,SICM-177-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=F0JArdlF2U0l69pjy4Gma52OZ4hLNDXSTHGs-9zjgh0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: COTRIMOXAZOL -SULFAMETOXAZOL + TRIMETOPRIMA- FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 800 MG + 160 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.03000,2022-04-28 08:00:00,First 2022,J01EE01SOR284X0,Cotrimoxazol (Sulfametoxazol + Trimetoprima),Sólido oral,800 mg + 160 mg,Caja x blíster/ristra,13095821.0,USD 0.030000,"USD 392,874.630000",PHARMABRAND S.A.,USD 0.027900,2022-07-22 12:33:16,SI
347,SICM-192-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Xba48Lpk9qjHpPdX_Uvsr2LZTZLXEFEN_dM1d5-yAjQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLOTRIMAZOL - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: 1 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 20 G -MÍNIMO-,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.35000,2022-04-28 08:00:00,First 2022,D01AC01SSC052X0,Clotrimazol,Semisólido cutáneo,1 %,Caja x tubo x 20 g (mínimo),2060260.0,USD 0.350000,"USD 721,091.000000",PHARMABRAND S.A.,USD 0.260000,2022-08-17 16:36:14,SI
349,SICM-178-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=CwkWqqtf8bmjjcH6xB0CbGcJmVTjVuuT-CVhzwJLq40,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CEFUROXIMA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.37365,2022-04-28 08:00:00,First 2022,J01DC02SOR241X0,Cefuroxima,Sólido oral,500 mg,Caja x blíster/ristra,4255764.0,USD 0.373648,"USD 1,590,157.707072",LABORATORIOS DANIVET S.A.,USD 0.212300,2022-10-06 12:51:02,SI
350,SICM-194-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=8HWPhFbYBeY6x7dJZc4zT1Jz3PmWXD2M0jIzKCEuFgk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SERTRALINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 50 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.04380,2022-04-28 08:00:00,First 2022,N06AB06SOR235X0,Sertralina,Sólido oral,50 mg,Caja x blíster/ristra,13835827.0,USD 0.043800,"USD 606,009.222600",PHARMABRAND S.A.,USD 0.026300,2022-08-01 12:43:31,SI
351,SICM-179-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=9-zGp-G8kDYQMURVjLWSkZtZqH7wiP4_s0JOOPzD64Y,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TERBINAFINA - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: 1 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 15 G -MÍNIMO-,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.79173,2022-04-28 08:00:00,First 2022,D01BA02SSC052X0,Terbinafina,Semisólido cutáneo,1 %,Caja x tubo x 15 g (mínimo),750018.0,USD 0.791730,"USD 593,811.751140",LABORATORIOS DANIVET S.A.,USD 0.420900,2022-07-22 12:01:37,SI
353,SICM-195-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=omqip3K04MnSJDmbEwdXvFIGQ2NfnlfupvYbyz8RI8k,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ACICLOVIR - FORMA FARMACÉUTICA:SÓLIDO ORAL - CONCENTRACIÓN: 800 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.11800,2022-04-28 08:00:00,First 2022,J05AB01SOR283X0,Aciclovir,Sólido oral,800 mg,Caja x blíster/ristra,2601863.0,USD 0.118000,"USD 307,019.834000",PHARMABRAND S.A.,USD 0.094000,2022-08-01 12:54:20,SI
354,SICM-181-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=zCFrD6bJ5b0ZMmXt1ebHX1k6Kb_yYh2056n0msJWwVQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LORATADINA - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: 5 MG/5 ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 60 ML -MÍNIMO-,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.43000,2022-04-28 08:00:00,First 2022,R06AX13LOR224X0,Loratadina,Líquido oral,5 mg/5 mL,Caja x frasco x 60 mL (mínimo),4484326.0,USD 0.430000,"USD 1,928,260.180000",PHARMABRAND S.A.,USD 0.408000,2022-07-26 17:11:28,SI
355,SICM-196-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=7DAKjI2e6OQsMwRhX98owsDJa-kxmFW88fqYT2kt43Y,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CEFALEXINA - FORMA FARMACÉUTICA: SÓLIDO ORAL -POLVO - CONCENTRACIÓN: 250 MG/5 ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO PARA RECONSTITUIR A 60 ML -MÍNIMO- CON DOSIFICADOR,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.80000,2022-04-28 08:00:00,First 2022,J01DB01SOP168X0,Cefalexina,Sólido oral (polvo),250 mg/5 mL,Caja x frasco para reconstituir a 60 mL (mínimo) con dosificador,1161637.0,USD 0.800000,"USD 929,309.600000",BETAPHARMA S.A.,USD 0.784000,2022-07-22 14:27:41,SI
